name,denomination,address,phone,website,matched,match_detail
Souled Out - Bfa - Bwoe Ministries,Christian / General,"2551 GROVE PARK, SCHERTZ, TX 78154-2652",(210) 862-5221,http://souledoutchristianministries.com/,yes,"Souled Out Ministries Inc — 19 E Grayson St, San Antonio, TX 78215, USA"
Amazing Grace Christian Church,Christian / General,"12118 EL SENDERO ST, SAN ANTONIO, TX 78233-6720",,,no,"no confident match (name similarity 0.40 < 0.5). top result: ""Amazing Church Texas"" — 5407 Bandera Rd #113, Leon Valley, TX 78238, USA"
Church At Boerne,,"107 SHOOTING CLUB RD, BOERNE, TX 78006-5954",,,yes,"The Church of Boerne — 1100 N Main St Unit 103, Boerne, TX 78006, USA"
World Embassy International Church,,"12266 BANDERA RD BLDG 200, HELOTES, TX 78023-4112",,,no,"no confident match (name similarity 0.40 < 0.5). top result: ""Embassy Church Ministries"" — 8510 Selby Heights, San Antonio, TX 78254, USA"
Chi Alpha Christian Fellowship,Christian / General,"7314 GREEN GLEN DR, SAN ANTONIO, TX 78255-1117",,,no,"no confident match (name similarity 0.33 < 0.5). top result: ""Chi Alpha At Texas State"" — 310 W Hutchison St, San Marcos, TX 78666, USA"
Cjc Global Ministries,Christian / General,"6401 BANDERA RD, SAN ANTONIO, TX 78238-1512",,,no,"no confident match (name similarity 0.00 < 0.5). top result: ""CJCLife Church"" — 6401 Bandera Rd Suite#200, San Antonio, TX 78238, USA"
Sold Out Believers Christian Fellowship,Christian / General,"1139 GEMBLER RD, SAN ANTONIO, TX 78219-3200",(877) 776-2415,,yes,"sold out believers cf — 1139 Gembler Rd, San Antonio, TX 78219, USA"
Revolution Church Of Schertz,,"17460 IH 35 N STE 430 307, SCHERTZ, TX 78154-1462",(210) 679-1001,https://www.revyourlife.com/,yes,"Revolution Church — 9360 Corporate Dr #106, Selma, TX 78154, USA"
Grace New Beginnings & Harvest Ministries,Christian / General,"PO BOX 201832, SAN ANTONIO, TX 78220-8832",,,no,"no confident match (name similarity 0.43 < 0.5). top result: ""New Beginnings Ministries Church of God"" — 2711 E Commerce St, San Antonio, TX 78203, USA"
Covenant Ministry Internationl Inc,Christian / General,"8426 CASCADE RIDGE DR, SAN ANTONIO, TX 78239-4038",,,no,"no confident match (name similarity 0.11 < 0.5). top result: ""Covenant Ministries International - Food Distribution Center"" — 6879 Montgomery Dr, San Antonio, TX 78239, USA"
La Nueva Jerusalem Baptist Church,Baptist,"2762 DIGNOWITY AVE, SAN ANTONIO, TX 78208-2107",,,no,"no confident match (name similarity 0.43 < 0.5). top result: ""Iglesia Bautista La Nueva Jerusalem"" — 2762 Dignowity Ave, San Antonio, TX 78208, USA"
Beauty Of The Cross Ministry Inc,Christian / General,"1402 ASH ST, SAN ANTONIO, TX 78208-1705",,,no,"no confident match (name similarity 0.40 < 0.5). top result: ""Ministry of the Third Cross"" — 222 S Comal St, San Antonio, TX 78207, USA"
Transformation Church,,"PO BOX 591417, SAN ANTONIO, TX 78259-0120",,,no,"no confident match (name similarity 0.25 < 0.5). top result: ""The Transformation Place SA"" — 903 S Palmetto Ave, San Antonio, TX 78210, USA"
New Life Church,,"4527 BRIARWICK ST, SAN ANTONIO, TX 78217-1424",(210) 362-1100,http://www.newlifechurchsa.com/,yes,"New Life Church — 1240 Holbrook Rd, San Antonio, TX 78218, USA"
S A Resurrection Ministries,Christian / General,"6902 TWIN LAKE DR, SAN ANTONIO, TX 78244-1651",,,no,"no confident match (name similarity 0.20 < 0.5). top result: ""Resurrection Baptist Church"" — 16875 Jones Maltsberger Rd, San Antonio, TX 78247, USA"
Japanese Megumi International Church Of San Antonio,,"10603 CULEBRA RD, SAN ANTONIO, TX 78251-1346",,https://jmicsa.wixsite.com/jmicsa-website,yes,"Japanese Megumi International Church — 10603 Culebra Rd, San Antonio, TX 78251, USA"
Faith Christian Fellowship Of San Antonio,Christian / General,"301 AVENUE D, CONVERSE, TX 78109-1410",,,no,"no confident match (name similarity 0.13 < 0.5). top result: ""Rock-Faith Missionary Baptist"" — 107 School St, Converse, TX 78109, USA"
Isa117 Ministries,Christian / General,"PO BOX 23909, SAN ANTONIO, TX 78223-0901",,,no,"no Places results for: Isa117 Ministries, SAN ANTONIO, TX"
Momentum Bible Church,,"24014 BUCKTHOM PASS, SAN ANTONIO, TX 78261-0000",(210) 496-5096,http://www.communitybible.com/,yes,"Community Bible Church — 2477 N Loop 1604 E, San Antonio, TX 78232, USA"
Defection Church Inc,,"515 BERYL DR, SAN ANTONIO, TX 78213-3410",(210) 896-4235,http://imadefector.com/,yes,"Defection Church — 2322 Blanco Rd, San Antonio, TX 78212, USA"
Christ Lifetouch Ministry Inc,Christian / General,"9330 CORPORATE DRIVE, SELMA, TX 78154-1251",,,no,"no confident match (name similarity 0.29 < 0.5). top result: ""Christ Life Touch Ministries Inc."" — 9330 Corporate Dr Ste 602, Selma, TX 78154, USA"
Thuff Ministries Inc,Christian / General,"5902 AKIN PL, SAN ANTONIO, TX 78261-2165",,,no,"no confident match (name similarity 0.25 < 0.5). top result: ""MTF Ministries"" — 2355 Delgado St, San Antonio, TX 78228, USA"
My Elevate Church Inc,,"420 BRANDENBURG LN, NEW BRAUNFELS, TX 78130-8214",,,no,"no confident match (name similarity 0.20 < 0.5). top result: ""Elevate Ministries"" — 130 Saipan Pl, San Antonio, TX 78221, USA"
Hillburn Drive Grace Baptist Church Inc,Baptist,"5426 HILLBURN DR, SAN ANTONIO, TX 78242-2360",(210) 675-5484,https://hdgbcsa.wordpress.com/,yes,"Hillburn Drive Grace Baptist Church — 5426 Hillburn Dr, San Antonio, TX 78242, USA"
City Of God Worship Center,,"8826 BRIDINGTON, SAN ANTONIO, TX 78239-2803",,,no,"no confident match (name similarity 0.40 < 0.5). top result: ""City of God SA"" — 622 Lanark Dr, San Antonio, TX 78218, USA"
Iglesia Catolica Apostolica Anglicana Inc,Apostolic,"1150 BABCOCK RD APT L10, SAN ANTONIO, TX 78201-6943",,,no,"no confident match (name similarity 0.00 < 0.5). top result: ""All Saints Anglican Church"" — 11122 Link, San Antonio, TX 78213, USA"
Mission Community Church- Efca,,"PO BOX 769493, SAN ANTONIO, TX 78245-9348",,https://missioncommunitysa.com/,yes,"Mission Community Church Collective — 8765 Texas 151 Access Rd, San Antonio, TX 78245, USA"
Wow Out Ministries,Christian / General,"12303 BRET SPRINGS ST, SAN ANTONIO, TX 78233-4603",,,no,"no confident match (name similarity 0.40 < 0.5). top result: ""Souled Out Ministries Inc"" — 19 E Grayson St, San Antonio, TX 78215, USA"
Encountering God Ministries,Christian / General,"8754 SILVER QUAIL, SAN ANTONIO, TX 78250-6216",,,no,"no confident match (name similarity 0.00 < 0.5). top result: ""ONE"" — 8023 Vantage Dr Ste 200, San Antonio, TX 78230, USA"
Ascension Church,,"8027 SHEPPARD KNL, SAN ANTONIO, TX 78227-4770",,,no,"no confident match (name similarity 0.17 < 0.5). top result: ""Shoreline City Church San Antonio"" — 400 Pearl Pkwy, San Antonio, TX 78215, USA"
202 Holland Avenue Fellowship Church,Christian / General,"4007 MCCULLOUGH AVE STE 470, SAN ANTONIO, TX 78212-2420",,,no,"no confident match (name similarity 0.14 < 0.5). top result: ""The Fellowship of San Antonio"" — 23755 Canyon Golf Rd, San Antonio, TX 78258, USA"
Christ Temple Tabernacle Inc,,"11722 BRIDGE HAMPTON, SAN ANTONIO, TX 78251-3203",(210) 317-8386,,yes,"Christ Temple Church/Tabernacle — 279 Tarasco St, San Antonio, TX 78227, USA"
Nacogdoches Road Church Of Christ Inc,Church of Christ,"12623 NACOGDOCHES RD, SAN ANTONIO, TX 78217-2111",(210) 422-9356,https://www.facebook.com/Nacogdoches.rd.Church.of.Christ/,yes,"Nacogdoches Road Church Of Christ — 12623 Nacogdoches Rd, San Antonio, TX 78217, USA"
In Christ Ministry,Christian / General,"5915 LARKSPUR VLY, SAN ANTONIO, TX 78218-2327",,,no,"no confident match (name similarity 0.25 < 0.5). top result: ""Christ In US Ministries"" — 672 Gillette Blvd, San Antonio, TX 78221, USA"
Universal Pentecostal Church In Mission Upcm Inc,Pentecostal,"5018 GALAHAD DR, SAN ANTONIO, TX 78218-2701",,,no,"no confident match (name similarity 0.25 < 0.5). top result: ""First United Pentecostal Church"" — 350 Utopia Ln, San Antonio, TX 78223, USA"
Girldefined Ministries Inc,Christian / General,"1910 NW MILITARY HWY, SAN ANTONIO, TX 78213-2128",,,no,"no Places results for: Girldefined Ministries Inc, SAN ANTONIO, TX"
Aaron Grijalva Ministries Inc,Christian / General,"12532 NEVILLE RNCH, SAN ANTONIO, TX 78245-3562",,,no,"no confident match (name similarity 0.00 < 0.5). top result: ""RISE Church"" — 13715 FM1560, Helotes, TX 78023, USA"
Faith Alive Ministries,Christian / General,"1311 INDUSTRIAL DR STE A, NEW BRAUNFELS, TX 78130-4499",(830) 312-7709,http://www.facnb.org/,yes,"Faith Alive — a and b, 1311 Industrial St, New Braunfels, TX 78130, USA"
Cleft Of The Rock Church,,"6041 WT MONTGOMERY, SAN ANTONIO, TX 78252-2234",(210) 517-0446,https://www.cleftoftherocksa.org/,yes,"Cleft Of The Rock Church — 6041 Wt Montgomery, San Antonio, TX 78252, USA"
Bibleuia Ministries,Christian / General,"6445 US HIGHWAY 87, SAN ANTONIO, TX 78222-1816",,,no,"no confident match (name similarity 0.00 < 0.5). top result: ""Messiah Bible Church"" — 551 E Nakoma Dr, San Antonio, TX 78216, USA"
Refuge Church At Lone Star,,"28 ARNOLD PALMER, SAN ANTONIO, TX 78257-1723",,http://therefuge.life/,yes,"REFUGE CHURCH — 306 E Mitchell St, San Antonio, TX 78210, USA"
Faith Bound Street Ministry Inc,Christian / General,"5214 STORMY BREEZE, SAN ANTONIO, TX 78247-1725",,,no,"no Places results for: Faith Bound Street Ministry Inc, SAN ANTONIO, TX"
My Church,,"1719 DEER RUN ST, SAN ANTONIO, TX 78232-4414",,,no,"no confident match (name similarity 0.20 < 0.5). top result: ""Mission City Church – Central"" — 2220 NW Military Hwy, San Antonio, TX 78213, USA"
Redemptive Grace Ministries,Christian / General,"2240 FM 725, NEW BRAUNFELS, TX 78130-9506",(830) 624-7223,https://www.redgrace.org/,yes,"Redemptive Grace Ministries — 2240 FM725, New Braunfels, TX 78130, USA"
Taproot Church,,"111 ADELAIDE OAKS, SAN ANTONIO, TX 78249-1528",(210) 570-3661,https://taprootsa.org/,yes,"Taproot Church — 107 Adelaide Oaks, San Antonio, TX 78249, USA"
Anchored By Hope Christian Ministry,Christian / General,"1307 W THEO AVE, SAN ANTONIO, TX 78225-1855",(210) 505-6508,,yes,"Anchored by Hope Christian Ministry — 1307 W Theo Ave, San Antonio, TX 78225, USA"
Lifeshare Church Inc,,"5814 CEDAR CV, SAN ANTONIO, TX 78249-3131",(210) 570-8682,https://www.lifeshare.church/,yes,"LifeShare Church — 5359 Casa Bella St, San Antonio, TX 78249, USA"
Rise Church Inc,,"12274 BANDERA RD STE 109, HELOTES, TX 78023-4386",(210) 310-3057,http://risechurchtx.com/,yes,"RISE Church — 13715 FM1560, Helotes, TX 78023, USA"
Hope Presbyterian Church,Presbyterian,"760 WOOD RD, NEW BRAUNFELS, TX 78130-6131",(225) 588-5300,http://www.hopenb.com/,yes,"Hope Presbyterian Church — 995 Mission Hills Dr, New Braunfels, TX 78130, USA"
Redemption Bible Church,,"311 FM 306 STE 201, NEW BRAUNFELS, TX 78130-2489",(830) 299-7505,http://redemption.bible/,yes,"Redemption Bible Church — 311 FM306, New Braunfels, TX 78130, USA"
One Church San Antonio,,"15003 PEOPLES DR, SAN ANTONIO, TX 78253-5415",,,no,"no confident match (name similarity 0.40 < 0.5). top result: ""The Holy One Church"" — 379 E Petaluma Blvd, San Antonio, TX 78221, USA"
Iglesia La Gloria De Dios,,"16847 INTERSTATE 35 N, SELMA, TX 78154-1266",,,yes,"Iglesia la Gloria de Dios — 16847 I-35 N, Selma, TX 78154, USA"
Trinity Grace Mission Church,,"6391 DE ZAVALA RD STE 106, SAN ANTONIO, TX 78249-2144",,,no,"no confident match (name similarity 0.43 < 0.5). top result: ""Trinity Grace Church San Antonio - A PCA Church"" — 18104 Babcock Rd, San Antonio, TX 78255, USA"
Prophetic Life Ministry,Christian / General,"18303 CABIN RD, SAN ANTONIO, TX 78258-4618",(888) 354-7770,https://www.propheticlife.com/,yes,"Prophetic Life Ministry — 18303 Cabin Rd, San Antonio, TX 78258, USA"
4 Cross Ministries Inc,Christian / General,"7402 GREAT LAKES DR, SAN ANTONIO, TX 78244-1345",,,no,"no confident match (name similarity 0.17 < 0.5). top result: ""Cross Mountain Church"" — 24891 Boerne Stage Rd, San Antonio, TX 78255, USA"
Logos Rhema Christian Ministries,Christian / General,"2402 PINK PEARL DR, SAN ANTONIO, TX 78224-2360",,,no,"no confident match (name similarity 0.33 < 0.5). top result: ""Logos Rhema Church of Houston"" — 16205 Westheimer Rd Ste 400, Houston, TX 77082, USA"
Xtreme Harvest Church,,"6727 NW LOOP 410, SAN ANTONIO, TX 78238-4504",(210) 710-2789,http://xtremeharvestchurch.com/,yes,"Xtreme Harvest Church — 6727 Northwest Loop 410, San Antonio, TX 78238, USA"
Ruths Haven Ministries,Christian / General,"2141 CONNER DR, NEW BRAUNFELS, TX 78130-3774",,,no,"no confident match (name similarity 0.20 < 0.5). top result: ""Redemptive Grace Ministries"" — 2240 FM725, New Braunfels, TX 78130, USA"
The New Covenant Ministry Of San Antonio Texas,Christian / General,"219 MORRILL AVE, SAN ANTONIO, TX 78214-1536",,,no,"no confident match (name similarity 0.25 < 0.5). top result: ""New Covenant Family Church"" — 4555 Walzem Rd #100, San Antonio, TX 78218, USA"
Harper Ministries International,Christian / General,"PO BOX 18792, SAN ANTONIO, TX 78218-0792",,,no,"no confident match (name similarity 0.20 < 0.5). top result: ""Harpers Chapel Ministries"" — 1111 Lombrano St, San Antonio, TX 78207, USA"
Experience Church San Antonio Inc,,"3127 PLEASANTON RD, SAN ANTONIO, TX 78221-2325",(210) 455-0025,http://www.experiencechurchsa.org/,yes,"Experience Church — 6894 US Hwy 87 E, San Antonio, TX 78263, USA"
Word Way Ministries International,Christian / General,"1923 LOCKHILL SELMA, SAN ANTONIO, TX 78213-1574",(210) 588-9322,http://www.wordwayministriesintl.org/,yes,"WORD WAY Ministries International — 1923 Lockhill Selma Rd #118-120, San Antonio, TX 78213, USA"
St Mary Ethiopian Orthodox Tewahido Church In San Antonio Texas,Orthodox,"8102 MIDCROWN DR, WINDCREST, TX 78239-2535",(210) 920-0871,http://facebook.com/StMarySanAntonio/,yes,"Debre Edom St. Mary Ethiopian Orthodox Tewahido Church — 8102 Midcrown Dr, Windcrest, TX 78239, USA"
St Chads Anglican Church,,"PO BOX 781432, SAN ANTONIO, TX 78278-1432",(210) 573-9860,https://stchadssatx.org/,yes,"St. Chad's Anglican Church — 11919 Orsinger Ln, San Antonio, TX 78230, USA"
Creative Impact Ministries Inc,Christian / General,"314 ORION DR, NEW BRAUNFELS, TX 78130-0073",,,no,"no confident match (wrong state). top result: ""Creative Ministries Inc"" — 937B W Kitty Hawk Rd, Kitty Hawk, NC 27949, USA"
Rebel Church Inc,,"15909 SAN PEDRO AVE STE 105, SAN ANTONIO, TX 78232-3743",,,no,"no confident match (name similarity 0.14 < 0.5). top result: ""Pearl St. Church - North Location"" — 15909 San Pedro Ave #105, Hollywood Park, TX 78232, USA"
Temple Chai,,"15316 HUEBNER RD BUILDING 3, SAN ANTONIO, TX 78248-0987",,,no,"no confident match (name similarity 0.20 < 0.5). top result: ""Shiloh Temple of San Antonio"" — 16322 Huebner Rd, San Antonio, TX 78248, USA"
4 His Glory Christian Fellowship Inc,Christian / General,"311 E FORMOSA BLVD, SAN ANTONIO, TX 78221-2912",(210) 551-3811,http://www.bethanysa.org/templates/default.asp?id=47347&PG=contact,yes,"FOR HIS GLORY Fellowship — 4102 Eisenhauer Rd, San Antonio, TX 78218, USA"
Kingdom Assembly Worship Center Inc,,"PO BOX 690245, SAN ANTONIO, TX 78269-0245",(210) 593-8821,,yes,"Kingdom Assembly Worship Center — 3511 Colony Dr, San Antonio, TX 78230, USA"
Word Of Life Gospel Church Inc,,"118 ROSWELL CYN, SAN ANTONIO, TX 78245-2871",,https://revivalwordoflifechurch.org/,yes,"Revival Word of Life Church — 1307 Blanco Woods, San Antonio, TX 78248, USA"
Hebrews1024 Coumminty Church,,"PO BOX 5250, SAN ANTONIO, TX 78201-0250",,,no,"no confident match (name similarity 0.11 < 0.5). top result: ""Hebrews 10:24 Community Church (Lutheran LCMC)"" — 120 Latch Dr, San Antonio, TX 78213, USA"
Ponder Ministries,Christian / General,"414 HICKMAN ST, BOERNE, TX 78006-2713",,,no,"no confident match (name similarity 0.00 < 0.5). top result: ""Morningside at Menger Springs Independent Living"" — 1100 Grand Blvd, Boerne, TX 78006, USA"
Messiah Bible Church,,"814 ARION PKWY STE 410, SAN ANTONIO, TX 78216-2837",(210) 920-6502,http://www.messiahbible.org/,yes,"Messiah Bible Church — 551 E Nakoma Dr, San Antonio, TX 78216, USA"
Wordview Ministries Inc,Christian / General,"215 W BANDERA RD STE 114 PMB 297, BOERNE, TX 78006-2842",,,no,"no confident match (name similarity 0.17 < 0.5). top result: ""WORD WAY Ministries International"" — 1923 Lockhill Selma Rd #118-120, San Antonio, TX 78213, USA"
Tea Pot Ministries Inc,Christian / General,"9039 BROADMOOR BND, SAN ANTONIO, TX 78251-4337",,,no,"no Places results for: Tea Pot Ministries Inc, SAN ANTONIO, TX"
San Antonio Christian Family Fellowship,Christian / General,"5919 OAK BLOSSOM, SAN ANTONIO, TX 78250-2615",(210) 253-7021,https://www.christianfamilychurchsa.com/,yes,"Christian Family Church San Antonio — 3607 N Loop 1604 E, San Antonio, TX 78247, USA"
Christfi Lutheran Mission,Lutheran,"3678 HIDDEN DR APT 2401, SAN ANTONIO, TX 78217-4671",,,no,"no confident match (name similarity 0.20 < 0.5). top result: ""Christ Lutheran Church"" — 6720 Broadway, San Antonio, TX 78209, USA"
Know God Ministries,Christian / General,"7884 SANDPIPER PARK DR, SAN ANTONIO, TX 78249-4494",,,no,"no confident match (name similarity 0.00 < 0.5). top result: ""Cornerstone Church"" — 18755 Stone Oak Pkwy, San Antonio, TX 78258, USA"
Crossroads Church Of South Texas,,"3910 WEST AVE, SAN ANTONIO, TX 78213-3079",(210) 377-0500,https://crossroadstx.church/,yes,"Crossroads Church of South Texas (English & Spanish) — 3910 West Ave, San Antonio, TX 78213, USA"
New Covenant Church San Antonio Inc,,"13203 LA VENTANA ST, SAN ANTONIO, TX 78233-5854",,,no,"no confident match (name similarity 0.43 < 0.5). top result: ""New Covenant Family Church"" — 4555 Walzem Rd #100, San Antonio, TX 78218, USA"
Destiny Center House Of Worship,,"108 CLAPBOARD RUN, CIBOLO, TX 78108-4334",(214) 598-1690,https://dchowchurch.com/contact-us/,yes,"Destiny Center House of Worship — 108 Clapboard Run, Cibolo, TX 78108, USA"
Sowers Church Of Christ Inc,Church of Christ,"5851 ARMSTRONG WL, SAN ANTONIO, TX 78249-2318",(210) 843-1954,https://sowers-sa.org/,yes,"SOWERS Church of Christ — 10822 FM1560 N, San Antonio, TX 78254, USA"
Iglesia De San Antonio,,"16320 HUEBNER RD, SAN ANTONIO, TX 78248-1690",,,no,"no confident match (name similarity 0.11 < 0.5). top result: ""St. Anthony de Padua Catholic Church"" — 102 Lorenz Rd, San Antonio, TX 78209, USA"
Restorative Christian Counseling & Training Ministry,Christian / General,"3923 MAHOGANY CV, SAN ANTONIO, TX 78261-2740",(830) 714-7335,http://restorativechristian.org/,yes,"Restorative Christian Counseling and Training — 20403 Encino Ledge #592054, San Antonio, TX 78259, USA"
Mir Ministries,Christian / General,"PO BOX 2122, BOERNE, TX 78006-3602",,,no,"no confident match (name similarity 0.00 < 0.5). top result: ""Revive House of Messiah"" — 603 Frey St, Boerne, TX 78006, USA"
Fellowship Of Believers Community Church,Christian / General,"1210 BOLING BROOK ST, SAN ANTONIO, TX 78245-1640",(210) 656-2000,http://bfsatx.org/,yes,"Believers Fellowship — 13714 Lookout Rd, San Antonio, TX 78233, USA"
New Center Of Faith Church,,"6414 ROBIN FRST, SAN ANTONIO, TX 78239-3219",,,yes,"New Center of Faith Church - Food Distribution Center — 2127 S Zarzamora St, San Antonio, TX 78207, USA"
Kings Community Church,,"5231 FM 482 STE B STE 200, NEW BRAUNFELS, TX 78132-5432",(737) 344-0683,https://kingscommunity.ch/,yes,"Kings Community Church — 5231 FM482 Bldg B, Suite 200, New Braunfels, TX 78132, USA"
Deaf 316 Ministries Inc,Christian / General,"621 PASEO CANADA ST, SAN ANTONIO, TX 78232-1110",,,no,"no confident match (name similarity 0.17 < 0.5). top result: ""Family Deaf Church"" — 901 E Drexel Ave, San Antonio, TX 78210, USA"
Whartons Dock Family Worship Center,,"13223 BITTERROOT, HELOTES, TX 78023-4369",(830) 314-2009,https://www.facebook.com/share/1EhXJnBMYr/,yes,"Whartons Dock Family Worship Center — 8963 Whartons Dock Rd, Bandera, TX 78003, USA"
Iglesia Cristiana Voz Que Clama,,"9531 STATE HWY 151 APT 9202, SAN ANTONIO, TX 78251-4450",,,yes,"Iglesia Cristiana Voz Que Clama — 7790 Mainland Dr, San Antonio, TX 78250, USA"
Kingdom International Fellowship Of Christian Churches Inc,Christian / General,"24385 WILDERNESS OAK APT 8407, SAN ANTONIO, TX 78258-7766",,,no,"no confident match (name similarity 0.38 < 0.5). top result: ""Kingdom Life Christian Ministries Inc."" — 10635 I-35, San Antonio, TX 78233, USA"
Mar Thoma Congregation Of San Antonio,,"5410 RODGERS RD, SAN ANTONIO, TX 78251-0000",(210) 740-7173,https://www.sanantoniomtc.org/,yes,"Mar Thoma Congregation of San Antonio — 5410 Rogers Rd, San Antonio, TX 78251, USA"
Live Oak Vineyard Church,,"13318 LOMA BONITA, SAN ANTONIO, TX 78233-5396",(210) 240-2010,,yes,"Live Oak Vineyard Wedding Venue — 15327 S Skaggs Rd, Atascosa, TX 78002, USA"
New Beginnings Ministries Of Schertz,Christian / General,"6747 IVY MTN, SCHERTZ, TX 78154-2184",,,yes,"New Beginnings Ministries of Schertz — 5317 Walzem Rd, San Antonio, TX 78218, USA"
Mike Q Daniel Ministries,Christian / General,"19141 STONE OAK PKWY STE 104, SAN ANTONIO, TX 78258-3367",,,no,"no confident match (name similarity 0.00 < 0.5). top result: ""His Grace Church"" — 6995 Alamo Downs Pkwy, San Antonio, TX 78238, USA"
Meta Church Inc,,"1207 RICHLAND HILLS DR, SAN ANTONIO, TX 78251-2013",,,no,"no confident match (name similarity 0.00 < 0.5). top result: ""MetaChurch Potranco"" — 1207 Richland Hills Dr, San Antonio, TX 78251, USA"
The Midst Church & Retreat,,"614 S BUSINESS IH35 C-257, NEW BRAUNFELS, TX 78130-4741",(210) 651-2602,https://the-midst.org/,yes,"The Midst — 35 Nafta Cir Ste 115, New Braunfels, TX 78132, USA"
Christ Of The Hills Church,,"104 W LULLWOOD AVE, SAN ANTONIO, TX 78212-2318",(210) 674-5613,http://www.thehillssa.org/,yes,"The Hills Church — 2255 Horal St, San Antonio, TX 78227, USA"
Alamohills Church,,"7914 CREEK TRAIL ST, SAN ANTONIO, TX 78254-2607",,,no,"no confident match (name similarity 0.25 < 0.5). top result: ""Alamo City Church"" — 6434 N Interstate 35, San Antonio, TX 78218, USA"
Freedom Hill Church Inc,,"3950 EISENHAUER RD, SAN ANTONIO, TX 78218-3407",(210) 655-4643,https://fhsa.church/,yes,"Freedom Hill Church — 3950 Eisenhauer Rd, San Antonio, TX 78218, USA"
Its Already Done Ministries Llc,Christian / General,"13550 DONOP RD, ELMENDORF, TX 78112-5585",,,no,"no confident match (name similarity 0.00 < 0.5). top result: ""iadministries"" — 4102 S New Braunfels Ave Ste 110-401, San Antonio, TX 78223, USA"
Kingdom Business Women Ministry,Christian / General,"543 RICE RD, SAN ANTONIO, TX 78220-3417",(210) 836-5260,https://kingdomwomen2018.wixsite.com/mysite,yes,"Kingdom Business Women's Ministry — 543 Rice Rd, San Antonio, TX 78220, USA"
Gods Family Church International Inc,,"9650 POTRANCO ROAD, SAN ANTONIO, TX 78251-0000",,,no,"no confident match (name similarity 0.13 < 0.5). top result: ""God's Family Ministries"" — 6214 Pecan Valley Dr, San Antonio, TX 78223, USA"
Leadership&Vision Of Christ Ministries Ministerio Liderazgo&Vi,Christian / General,"PO BOX 100845, SAN ANTONIO, TX 78201-0000",,,no,"no confident match (name similarity 0.10 < 0.5). top result: ""Biblical Leadership for Excellence, Inc."" — 2201 NW Military Hwy Ste 100, San Antonio, TX 78213, USA"
1 Church 1 Soul Ministry,Christian / General,"214 BLUE BONNET ST, SAN ANTONIO, TX 78202-2406",,,no,"no confident match (name similarity 0.00 < 0.5). top result: ""ONE"" — 8023 Vantage Dr Ste 200, San Antonio, TX 78230, USA"
Word Ministry Baptist Church,Baptist,"11869 POTRANCO RD APT 4111, SAN ANTONIO, TX 78253-7532",,,no,"no confident match (name similarity 0.14 < 0.5). top result: ""WORD WAY Ministries International"" — 1923 Lockhill Selma Rd #118-120, San Antonio, TX 78213, USA"
Celebrate Hope Ministry Usa,Christian / General,"26254 IH 10 WESTSUITE 210, BOERNE, TX 78006-6554",,,no,"no confident match (name similarity 0.17 < 0.5). top result: ""Living Hope Church"" — 603 Frey St, Boerne, TX 78006, USA"
Iglesia Vida Nueva Stone Oak Incorporation,,"20024 CRESCENT OAKS, SAN ANTONIO, TX 78258-3218",(210) 294-9427,https://www.vidanuevaso.com/,yes,"Iglesia Vida Nueva Stone Oak — 20024 Crescent Oaks, San Antonio, TX 78258, USA"
Iglesia Cristiana La Esposa Del Cordero Inc,,"6214 S ZARZAMORA ST, SAN ANTONIO, TX 78211-3217",,,no,"no confident match (name similarity 0.33 < 0.5). top result: ""Iglesia Cristiana Tierra Prometida Inc."" — 2718 Frontier Dr Block #3, San Antonio, TX 78227, USA"
Logos Christian Church,Christian / General,"10631 JANET LEE DR, SAN ANTONIO, TX 78230-4215",(502) 509-9333,https://www.logoscrc.org/,yes,"Logos Christian Reformed Church — 23943 IH 10 West, 23943 US-87, San Antonio, TX 78257, USA"
United Fellowship Church Texas Inc,Christian / General,"7722 CITADEL PEAK, CONVERSE, TX 78109-1047",,,yes,"United Fellowship Church — 202 W Byrd Blvd, Universal City, TX 78148, USA"
Activate Ministries,Christian / General,"25821 VELVET CRK, SAN ANTONIO, TX 78255-4441",,,no,"no confident match (name similarity 0.33 < 0.5). top result: ""Elevate Ministries"" — 130 Saipan Pl, San Antonio, TX 78221, USA"
Basic Truth Ministry,Christian / General,"7422 SIRIUS MESA, SAN ANTONIO, TX 78252-2255",,,no,"no confident match (name similarity 0.40 < 0.5). top result: ""Free By The Truth Ministry"" — 1119 Churing Dr, San Antonio, TX 78210, USA"
Life Community Church Sa Inc,,"PO BOX 91301, ALAMO HEIGHTS, TX 78209-9099",,,no,"no confident match (name similarity 0.29 < 0.5). top result: ""Life Church of San Antonio"" — 2483 W Southcross Blvd, San Antonio, TX 78211, USA"
Revive Church San Antonio Inc,,"5034 MUSTANG VW, SAN ANTONIO, TX 78244-3532",,https://www.revivechurchsa.com/,yes,"Revive Church — 15909 San Pedro Ave #105, San Antonio, TX 78232, USA"
Journey Fellowship San Antonio,Christian / General,"16847 INTERSTATE 35 N, SELMA, TX 78154-1266",(210) 651-1463,https://myjf.church/,yes,"Journey Fellowship — 16847 I-35, Selma, TX 78154, USA"
Spiritual Love Ministry,Christian / General,"10718 BUTTERFLY FLT, SAN ANTONIO, TX 78254-5461",,,no,"no confident match (name similarity 0.17 < 0.5). top result: ""New Living Spiritual Center"" — 702 Donaldson Ave #111, San Antonio, TX 78201, USA"
