name,denomination,address
San Antonio Christ Fellowship,Christian / General,"6331 FOREST VLG, SAN ANTONIO, TX 78250-4070"
Iglesia De Dios Rios De,,"8711 SLEEPY MDWS, CONVERSE, TX 78109-2529"
Open Door Baptist Church,Baptist,"117 HAECKERVILLE RD, CIBOLO, TX 78108-3957"
St Andrew Lutheran Church,Lutheran,"16320 HUEBNER RD, SAN ANTONIO, TX 78248-1690"
Church Of Acts Ministries,Christian / General,"9965 KRIEWALD RD, SAN ANTONIO, TX 78245-2704"
Maranatha Bible Church,,"7855 E LOOP 1604 N, CONVERSE, TX 78109-9733"
Full Gospel Korean Church Of San Antonio Assembly Of God Inc,,"2359 AUSTIN HWY, SAN ANTONIO, TX 78218-1982"
Congregation Church Od God Seventh Day,,"4619 DIETRICH RD 4-C, SAN ANTONIO, TX 78219-2823"
Faith Presbyterian Church,Presbyterian,"1307 BLANCO WOODS ST, SAN ANTONIO, TX 78248-1402"
Crosspoint Fellowship Church,Christian / General,"2600 ROY RICHARD DR, SCHERTZ, TX 78154-2795"
Catholic Life Insurance,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625"
Catholic Life Insurance - 67 Sw San Antonio,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625"
Harvest City Church,,"4906 STAHL RD, SAN ANTONIO, TX 78217-1116"
City South Church Of The Assemblies Of God,,"503 MOURSUND BLVD, SAN ANTONIO, TX 78221-3938"
Spiritual Church Of The Open Doors,,"5446 ROOSEVELT AVE, SAN ANTONIO, TX 78214-3226"
Greater Ball Tabernacle A M F Church Inc,,"PO BOX 20082, SAN ANTONIO, TX 78220-0000"
Abundant Life Christian Church,Christian / General,"300 W QUILL DR, SAN ANTONIO, TX 78228-3815"
Redeeming Love Church,,"373 FENWICK DR, SAN ANTONIO, TX 78239-2420"
Graves Memorial I M E Church,,"1606 HAYS ST, SAN ANTONIO, TX 78202-1534"
Village Parkway Baptist Church Inc,Baptist,"3002 VILLAGE PKWY, SAN ANTONIO, TX 78251-1829"
Eastwood Community Missionary Baptist Church,Baptist,"207 UPLAND RD, SAN ANTONIO, TX 78220-1656"
Life Center Christian Fellowship,Christian / General,"12140 W US HIGHWAY 90, SAN ANTONIO, TX 78245-3633"
Westover Hills Assembly Of God,,"9340 WESTOVER HILLS BLVD, SAN ANTONIO, TX 78251-2703"
Ways Of Christ Church,,"1125 S ZARZAMORA ST, SAN ANTONIO, TX 78207-5853"
Hope Of Life Christian Church,Christian / General,"1424 SAN FERNANDO ST, SAN ANTONIO, TX 78207-5529"
Iglesia Bethel Pentecostes Church Inc,,"385 N GRAPE, NEW BRAUNFELS, TX 78130-8009"
Messiah Lutheran Church,Lutheran,"9401 DIETZ ELKHORN RD, BOERNE, TX 78015-4933"
Communion Chapel,,"5719 MOBUD ST, SAN ANTONIO, TX 78238-1820"
Redeeming Grace Christian Church,Christian / General,"4500 N FOSTER RD, SAN ANTONIO, TX 78244-1499"
Four Winds Ministries Of Texas Inc,Christian / General,"16614 WORTHINGTON, SAN ANTONIO, TX 78248-2212"
Fountains Of Living Water Christian Fellowship Inc,Christian / General,"PO BOX 291008, SAN ANTONIO, TX 78229-1608"
City Of Refuge Christian Fellowship,Christian / General,"1201 AUSTIN HWY 200, SAN ANTONIO, TX 78209-4858"
Alamo Heights United Methodist Church,Methodist,"825 E BASSE RD, SAN ANTONIO, TX 78209-1832"
Iglesia Pentecostes Cristo El Agua De Vida,,"231 KOEHLER CT, SAN ANTONIO, TX 78223-2523"
Community Bible Church,,"2477 N 1604 EAST, SAN ANTONIO, TX 78232-0000"
Make It Clear Ministries,Christian / General,"9810 SCENIC HILLS DR, SAN ANTONIO, TX 78255-3408"
Oasis Of Life City Fellowship Inc,Christian / General,"PO BOX 691683, SAN ANTONIO, TX 78269-1683"
New Beginnings Ministries Church Of God,Church of God,"2711 E COMMERCE ST, SAN ANTONIO, TX 78203-2111"
New Livingway House Of Prayer Christian Church,Christian / General,"2911 GUNSMOKE, SAN ANTONIO, TX 78227-4031"
R M Sanchez Ministries Inc,Christian / General,"5655 CARY GRANT DR, SAN ANTONIO, TX 78240-2423"
San Antonio Community Church,,"1222 COUNTRY PATH, SAN ANTONIO, TX 78216-2346"
Ekklasia Baptist Assembly,Baptist,"6130 ELM, SAN ANTONIO, TX 78242-1522"
Southeast Assembly Of God,,"347 HERMITAGE CT, SAN ANTONIO, TX 78223-2041"
Upon This Rock Ministries,Christian / General,"8826 TIMBER WALK, SAN ANTONIO, TX 78250-4133"
New Beginning Christian Church,Christian / General,"6703 WALNUT LAKE DR, SAN ANTONIO, TX 78244-1652"
Family Life Christian Church,Christian / General,"5814 RITTIMAN PLZ, SAN ANTONIO, TX 78218-5231"
Baptist University Of The Americas,Baptist,"2418 W ANSLEY BLVD, SAN ANTONIO, TX 78224-1438"
Church Of Reconciliation,,"PO BOX 6885, SAN ANTONIO, TX 78209-0885"
Mission Point Christian Church,Christian / General,"PO BOX 47789, SAN ANTONIO, TX 78265-8789"
Jesus Christ Lives Church,,"6639 TAHOKA ST, SAN ANTONIO, TX 78227-3022"
San Antonio Church Inc,,"PO BOX 461308, SAN ANTONIO, TX 78246-1308"
Mark Jones Ministries Inc,Christian / General,"11202 DISCO, SAN ANTONIO, TX 78216-2860"
Walter Dub Jones Ministries Inc,Christian / General,"13923 BROOK HOLLOW BLVD, SAN ANTONIO, TX 78232-4703"
Yeshuas Messianic Fellowship,Christian / General,"5002 PELICAN LN, SAN ANTONIO, TX 78217-1228"
Rose Of Sharon Christian Church,Christian / General,"1060 DONALDSON AVE, SAN ANTONIO, TX 78228-5159"
Catholic Life Insurance - 50 Corn Hill,Catholic,"1635 NE LOOP 410, SAN ANTONIO, TX 78209-1625"
Beth Simcha Messianic Synagogue,Jewish,"PO BOX 690981, SAN ANTONIO, TX 78269-0981"
Bob And Sylvia Greiner Ministries Incorporated,Christian / General,"16734 HENDERSON PASS, SAN ANTONIO, TX 78232-3236"
Hosanna Assembly Of God,,"PO BOX 761835, SAN ANTONIO, TX 78245-6835"
Congregation Of Divine Providence Inc,,"603 SW 24TH ST, SAN ANTONIO, TX 78207-4621"
Spirit Of Life Lutheran Church,Lutheran,"1060 DONALDSON AVE, SAN ANTONIO, TX 78228-5159"
The Turning Point Fellowship,Christian / General,"5730 MOBUD ST, SAN ANTONIO, TX 78238-1819"
Christ Church New Braunfels,,"1620 E COMMON ST, NEW BRAUNFELS, TX 78130-3156"
Rudy Guerra Ministries Inc,Christian / General,"PO BOX 380226, SAN ANTONIO, TX 78268-7226"
Iglesia-Misian Bautista Cristo Jesus Peniel Inc,,"501 S HACKBERRY, SAN ANTONIO, TX 78203-1251"
Bandera Road Community Church,,"9355 BANDERA RD STE 124, SAN ANTONIO, TX 78250-2566"
Boerne Community Church,,"PO BOX 1635, BOERNE, TX 78006-6635"
Elevate Ministries,Christian / General,"130 SAIPAN PL, SAN ANTONIO, TX 78221-2927"
Wise Builder Ministry,Christian / General,"PO BOX 240875, SAN ANTONIO, TX 78224-0875"
Undivided Heart Ministries,Christian / General,"PO BOX 312264, NEW BRAUNFELS, TX 78131-2264"
Community Christian Church,Christian / General,"156 CAMP WILLOW RD, NEW BRAUNFELS, TX 78130-1804"
Springs Fellowship,Christian / General,"21732 HYPERWOOD, SAN ANTONIO, TX 78259-0000"
East Commerce Church Of Christ,Church of Christ,"2706 E COMMERCE ST, SAN ANTONIO, TX 78203-2112"
Calvary Christian Center,Christian / General,"138 CABOT ST, SAN ANTONIO, TX 78213-4411"
Grace Tabernacle Ph Church,,"PO BOX 10238, SAN ANTONIO, TX 78210-0238"
Iglesia Calvario,,"PO BOX 37141, SAN ANTONIO, TX 78237-0141"
Northside Bible Church,,"11865 1 H-10 WEST NO 600, SAN ANTONIO, TX 78230-0000"
Ministry Of Life Fellowship And Ministries Inc,Christian / General,"6537 KITCHENER ST, SAN ANTONIO, TX 78240-2503"
Converse Hispanic Baptist Church,Baptist,"31 LEGION DR W, CONVERSE, TX 78109-0000"
Church On The Rock-San Antonio Inc,,"8308 FREDERICKSBURG RD, SAN ANTONIO, TX 78229-3316"
Immanuel Associated Ministries Inc,Christian / General,"370 FENWICK DR, WINDCREST, TX 78239-2419"
Ministries Of The Gospel Of Jesus Christ,Christian / General,"PO BOX 14619, SAN ANTONIO, TX 78214-0619"
St Martin And St Rose Polish National Catholic Church,Catholic,"1007 W THEO AVE, SAN ANTONIO, TX 78225-1849"
Christ In Us Ministries,Christian / General,"672 GILLETTE BLVD, SAN ANTONIO, TX 78221-3721"
United Latin Ministries Inc,Christian / General,"4818 FORTUNA, SAN ANTONIO, TX 78237-1053"
The Kings Mission Fellowship Church Inc,Christian / General,"610 MOURSUND BLVD, SAN ANTONIO, TX 78221-3939"
Latin World Ministries Inc,Christian / General,"624 WHOOPING CRANE, NEW BRAUNFELS, TX 78130-1249"
Ministerio Manantial De Agua Viva Fountain Of Living Water Ministry,Christian / General,"6819 FAIRGROVE ST, SAN ANTONIO, TX 78227-2028"
Grissom Road Church Of Christ,Church of Christ,"5470 LOST LANE, SAN ANTONIO, TX 78238-0000"
Monte Calvario Baptist Church,Baptist,"2300 BASSE RD, SAN ANTONIO, TX 78213-4505"
Christ The King Mercian Orthodox Catholic Church,Catholic,"1254 W MALONE AVE, SAN ANTONIO, TX 78225-1835"
Sunset Ridge Church Of Christ Foundation,Church of Christ,"95 BREES BLVD, SAN ANTONIO, TX 78209-4001"
First Baptist Church Of San Antonio Foundation Inc,Baptist,"515 MCCULLOUGH, SAN ANTONIO, TX 78215-2105"
Re-Formed Congregation Of The Goddess Inc,,"PO BOX 120131, SAN ANTONIO, TX 78212-9331"
Mccauley Avenue Baptist Church,Baptist,"714 MCCAULEY BLVD, SAN ANTONIO, TX 78221-1333"
Unity Church-Northeast,,"PO BOX 33292, SAN ANTONIO, TX 78265-3292"
El Shaddai-Rock Of Ages Church,,"906 PEABODY AVE, SAN ANTONIO, TX 78211-2842"
Church Of Christ Of San Antonio N E,Church of Christ,"14210 SUSANCREST DR, SAN ANTONIO, TX 78232-4742"
Iglesia Communidad Cristiana De San Antonio Inc,,"PO BOX 100784, SAN ANTONIO, TX 78201-8784"
Pv Ministries Inc,Christian / General,"5210 EBONY, SAN ANTONIO, TX 78228-2716"
One Flesh Ministry,Christian / General,"7902 FLOWER TRL, SAN ANTONIO, TX 78244-2222"
Redemption Baptist Church,Baptist,"2122 RUIZ ST, SAN ANTONIO, TX 78207-2017"
Destiny Ministries Of San Antonio Texas,Christian / General,"14080 NACOGDOCHES RD STE 151, SAN ANTONIO, TX 78247-1944"
Castle Hills First Baptist School,Baptist,"2216 NW MILITARY HWY, SAN ANTONIO, TX 78213-1815"
St Lukes Lutheran Health Ministries Inc,Lutheran,"PO BOX 6101, SAN ANTONIO, TX 78209-0101"
Word Of God Church Of San Antonio,,"202 BLAZE AVE, SAN ANTONIO, TX 78218-2526"
Band Parents Of Winston Churchill High School Inc,,"PO BOX 791765, SAN ANTONIO, TX 78279-1765"
Execunet Ministries Inc,Christian / General,"129 2ND ST, BOERNE, TX 78006-2942"
Fortress Church Of San Antonio,,"7760 PRUE RD, SAN ANTONIO, TX 78249-4103"
Sion Church Asambleas De Dios,,"131 HAZEL ST, SAN ANTONIO, TX 78207-7044"
Real Life Ministries,Christian / General,"16765 LOOKOUT RD, SELMA, TX 78154-3809"
San Antonio Baptist Church,Baptist,"6043 ROYAL CRK, SAN ANTONIO, TX 78239-1615"
Staples Baptist Church,Baptist,"6335 BARBAROSSA RD, NEW BRAUNFELS, TX 78130-1923"
Iglesia Bautista Betania En San Antonio,,"606 KAREN LN, SAN ANTONIO, TX 78218-4226"
Temple Of God,,"1307 DIVISION AVE, SAN ANTONIO, TX 78225-2535"
Lutheran High School Association Of San Antonio,Lutheran,"18104 BABCOCK RD, SAN ANTONIO, TX 78255-2211"
Victory Gospel Chapel Inc,,"1603 MONTANA ST, SAN ANTONIO, TX 78203-1931"
Christ Gospel Holiness Church Inc,,"4139 E HOUSTON ST APT 16B, SAN ANTONIO, TX 78220-1521"
Metropolitan Community Church Of San Antonio,,"611 E MYRTLE ST, SAN ANTONIO, TX 78212-4054"
Southern Baptists Of Texas Convention Inc,Baptist,"2928 MACARTHUR VW, SAN ANTONIO, TX 78217-4506"
St Leos Church,,"919 PLEASANTON RD, SAN ANTONIO, TX 78214-1657"
Iglesia Biblica El Camino Iel,,"5719 MOBUD ST, SAN ANTONIO, TX 78238-1820"
United Church Of God - San Antonio,Church of God,"PO BOX 34424, SAN ANTONIO, TX 78265-4424"
Sangha-Bucha Buddhist Temple,,"6201 SAWYER RD, SAN ANTONIO, TX 78238-2206"
Catholic Daughters Of The Americas,Catholic,"160 TIMBER RDG, NEW BRAUNFELS, TX 78132-4698"
Vineyard Christian Fellowship Of San Antonio Incorporated,Christian / General,"7700 TEZEL RD, SAN ANTONIO, TX 78250-3001"
Childrens Church Of God,Church of God,"505 W QUINCY ST, SAN ANTONIO, TX 78212-5147"
Boerne Faith Fellowship,Christian / General,"111 STAFFEL ST, BOERNE, TX 78006-2547"
Hephzibah City Of Gods Delight Ministries Inc,Christian / General,"22155 PRIEST RD, ELMENDORF, TX 78112-6012"
Glorious Pentecostal Church,Pentecostal,"PO BOX 276369, SAN ANTONIO, TX 78227-6369"
New Peace Fellowship Incorporated,Christian / General,"5555 TIMBER HILL NO 3, SAN ANTONIO, TX 78250-4208"
New Birth Church Of God In Christ,Church of God,"479 FERRIS AVE, SAN ANTONIO, TX 78220-2313"
Anointed Word Bible Church Of San Antonio Inc,,"3220 NORTHWESTERN, SAN ANTONIO, TX 78238-4043"
Strategic Alliance Ministries International,Christian / General,"PO BOX 310619, NEW BRAUNFELS, TX 78131-0619"
City Christian Fellowship Church,Christian / General,"623 LOCKHILL SELMA RD STE 110, SAN ANTONIO, TX 78216-5041"
San Antonio Chinese Church,,"7031 WURZBACH RD, SAN ANTONIO, TX 78240-3835"
Wat Saddhadhamma Buddist 1518 Temple,,"8000 E FM 1518 N, SCHERTZ, TX 78154-4514"
Westlawn United Methodist Church,Methodist,"122 S SAN MANUEL ST, SAN ANTONIO, TX 78237-2051"
Robert Wilson Ministries,Christian / General,"14410 WATERMILL, SAN ANTONIO, TX 78217-6410"
Mission City Fellowship,Christian / General,"11108 BAXTERSHIRE, SAN ANTONIO, TX 78254-1024"
House Of Refuge Ministries,Christian / General,"7500 ECKHERT RD, LEON VALLEY, TX 78240-3081"
Believers Christian Center Inc,Christian / General,"1440 S WW WHITE RD, SAN ANTONIO, TX 78220-3430"
Cibolo Creek Community Church Of Fair Oaks Ranch Inc,,"30395 RALPH FAIR RD, BOERNE, TX 78015-4286"
Onword Christian Ministries,Christian / General,"PO BOX 312264, NEW BRAUNFELS, TX 78131-2264"
New Jerusalem Missionary Baptist Church,Baptist,"629 BURNET ST, SAN ANTONIO, TX 78202-1943"
Lion Of Judah Christian Church,Christian / General,"826 W MAYFIELD BLVD, SAN ANTONIO, TX 78211-0000"
Church Of The Living God Temple 2,,"PO BOX 201881, SAN ANTONIO, TX 78220-8881"
International Pentecostal Holiness Church,Pentecostal,"227 SHADY RILL, SAN ANTONIO, TX 78213-2927"
House Of Judah Ministries Incorporated,Christian / General,"442 FORREST OAKS DR, SOMERSET, TX 78069-3705"
Dominion Church Of San Antonio,,"24891 BOERNE STAGE RD, SAN ANTONIO, TX 78255-9564"
New Hope United Church Of God Seventh Day,Church of God,"13875 HIGGINS RD, SAN ANTONIO, TX 78217-1292"
Oasis Ministry,Christian / General,"14122 KINT CIRCLE ST, SAN ANTONIO, TX 78247-3166"
Evangel Assembly Of God,,"PO BOX 312213, NEW BRAUNFELS, TX 78131-2213"
Calvary Chapel North San Antonio,,"7410 BLANCO RD STE 390, SAN ANTONIO, TX 78216-4363"
Evidence Ministries,Christian / General,"PO BOX 690371, SAN ANTONIO, TX 78269-0371"
Miracle Center Ministries Inc,Christian / General,"3751 COMMERCIAL AVE, SAN ANTONIO, TX 78221-3118"
Arc Catholics,Catholic,"7400 CRESTWAY RD APT 928, SAN ANTONIO, TX 78239-3086"
Galvan Revival Church,,"2731 IRWIN DR, SAN ANTONIO, TX 78222-1327"
Iglesia Bautista Fundamental Agape,,"4131 BRETTON RDG, SAN ANTONIO, TX 78217-4209"
Cannan Latin American Ministries Inc,Christian / General,"1323 BROOKSTONE, SAN ANTONIO, TX 78248-1414"
Miracle Temple Christian Church,Christian / General,"2369 AUSTIN HWY, SAN ANTONIO, TX 78218-1982"
New Covenant Missionary Baptist Church,Baptist,"PO BOX 201408, SAN ANTONIO, TX 78220-8408"
Southern Baptist Convention,Baptist,"6611 RIDGE PLACE ST, SAN ANTONIO, TX 78250-5029"
On Eagles Wings Ministries,Christian / General,"6920 HALLIE HTS, SCHERTZ, TX 78154-6233"
Regeneration Ministries,Christian / General,"135 MOON VALLEY ST, SAN ANTONIO, TX 78227-4548"
River City Fellowship Christian School,Christian / General,"5810 BLANCO RD, SAN ANTONIO, TX 78216-6617"
The Word Christian Ministry,Christian / General,"1128 E GRAYSON ST, SAN ANTONIO, TX 78208-1225"
Igleisia Emanuel Pentecostal,Pentecostal,"2908 MISSION RD, SAN ANTONIO, TX 78214-2257"
Sharyn Dacbert-Stephens Ministries,Christian / General,"1207 VISTA DEL JUEZ, SAN ANTONIO, TX 78216-1779"
St Paul Lutheran Church Of New Braunfels Endowment Foundation,Lutheran,"777 W SAN ANTONIO ST, NEW BRAUNFELS, TX 78130-5501"
Fathers Love Fellowship,Christian / General,"PO BOX 1123, HELOTES, TX 78023-1123"
Churchhill High School Choir Booster Club,,"12049 BLANCO RD, SAN ANTONIO, TX 78216-2411"
Inspirational Church Of God In Christ San Antonio,Church of God,"4542 E HOUSTON ST, SAN ANTONIO, TX 78220-1716"
Kingdom Council Of Interdependent Christian Churches And Ministries,Christian / General,"8700 FOURWINDS DR, WINDCREST, TX 78239-1917"
Episcopal Church Foundation In West Texas,Episcopal,"PO BOX 6885, SAN ANTONIO, TX 78209-0885"
Chiffon Foster Ministries,Christian / General,"4218 ALGRUTH DR, SAN ANTONIO, TX 78220-1634"
Full Gospel Sarang Community Church,,"13665 TOEPPERWEIN RD, SAN ANTONIO, TX 78233-4007"
Daily Bread Ministries,Christian / General,"3559 BELGIUM LN, SAN ANTONIO, TX 78219-2503"
Life Changing Word Ministries Inc,Christian / General,"6565 BABCOCK RD STE 11, SAN ANTONIO, TX 78249-2345"
Only A Servant Ministries Inc,Christian / General,"PO BOX 700155, SAN ANTONIO, TX 78270-0155"
Whirlwind Ministries Of San Antonio,Christian / General,"18095 PLEASANTON RD, SAN ANTONIO, TX 78221-9694"
Sheltering Arms Full Gospel Church,,"926 STEVES AVE, SAN ANTONIO, TX 78210-3926"
Ephphatha Christian Ministries House Of Prayer Fellowship,Christian / General,"10559 ELDERPOND, SAN ANTONIO, TX 78254-5318"
Christ Episcopal Church Endowment Inc,Episcopal,"510 BELKNAP PL, SAN ANTONIO, TX 78212-3400"
Agora Ministries Inc,Christian / General,"1103 MERIDA ST, SAN ANTONIO, TX 78207-7164"
Iglesia Pentecostal Unida Del Nombre De Jesus,Pentecostal,"941 CINCINNATI AVE, SAN ANTONIO, TX 78201-6029"
Northside Church Of Christ Of San Antonio Foundation Inc,Church of Christ,"19818 HWY 281 N, SAN ANTONIO, TX 78258-7622"
His Grace Church,,"6142 AMBER ROSE, SAN ANTONIO, TX 78253-6406"
Agape Ministry,Christian / General,"PO BOX 18042, SAN ANTONIO, TX 78218-0042"
Believers In Christ Ministries Of San Antonio,Christian / General,"4249 SUNRISE CREEK DR, SAN ANTONIO, TX 78244-3304"
New Beginnings Christian Center Church,Christian / General,"28035 DELAFIELD DR, NEW BRAUNFELS, TX 78132-2616"
Church At Vineyard Hills,,"PO BOX 160667, SAN ANTONIO, TX 78280-2867"
New Beginnings Church Of San Antonio,,"706 TEXAS AVE, SAN ANTONIO, TX 78201-6136"
Dorothy Delarosa Ministries,Christian / General,"339 W HUTCHINS PL, SAN ANTONIO, TX 78221-2745"
Mother Temple,,"CARE OF RAMA K RAO MD, SAN ANTONIO, TX 78205-0000"
Iglesia Cristiana Jehova Jireh,,"111 BAYWELL DR, SAN ANTONIO, TX 78227-4405"
Storehouse Ministry Fellowship Inc,Christian / General,"14145 NACOGDOCHES RD STE 2, SAN ANTONIO, TX 78247-1931"
Asher Ministries International Inc,Christian / General,"PO BOX 705, SAN ANTONIO, TX 78293-0705"
Gods House For All Gods People Faith Church,,"PO BOX 10313, SAN ANTONIO, TX 78210-0313"
Master Key Ministries Inc,Christian / General,"7726 CLEAR RIDGE DR, SAN ANTONIO, TX 78239-3910"
San Antonio Korean Agape Presbyterian Church,Presbyterian,"6726 TABAK FARM, SAN ANTONIO, TX 78239-3258"
Whole Life Christian Church,Christian / General,"8590 CRESTWAY DR, CONVERSE, TX 78109-3425"
Fountain Of Life Christian Center Inc,Christian / General,"7704 FOREST ARBOR, LIVE OAK, TX 78233-4319"
Iglesia De Jesucristo Palabra Miel Montesion,,"8619 BOUTRY HTS, SAN ANTONIO, TX 78254-2300"
Morningside Ministries Foundation Inc,Christian / General,"700 BABCOCK RD, SAN ANTONIO, TX 78201-2681"
Rhema Christian Ministries Inc,Christian / General,"6768 SPEARWOOD, LIVE OAK, TX 78233-5472"
True Vine Baptist Church San Antonio,Baptist,"435 S ELLISON DR, SAN ANTONIO, TX 78245-1178"
Sammy Tippit Ministries,Christian / General,"14607 SAN PEDRO AVE STE 115, SAN ANTONIO, TX 78232-4356"
The Joshua House Of Worship Ministries Inc Joshua Baptist,Baptist,"PO BOX 200103, SAN ANTONIO, TX 78220-0103"
Jasper Stone Ministries Inc,Christian / General,"PO BOX 691953, SAN ANTONIO, TX 78269-1953"
St Lukes Episcopal Church Permanent Endownment Tr,Episcopal,"11 SAINT LUKES LN, SAN ANTONIO, TX 78209-4445"
Seek The Lost Ministries Inc,Christian / General,"5130 KAZEN DR, SAN ANTONIO, TX 78219-1340"
Episcopal Church Corporation In West Texas,Episcopal,"PO BOX 6885, SAN ANTONIO, TX 78209-0885"
Churchill Orchestra Booster Association,,"PO BOX 160153, SAN ANTONIO, TX 78280-2353"
Texas-Oklahoma Latin District Church Of The Nazarene,,"137 JEANETTE DR, SAN ANTONIO, TX 78216-7307"
Community Of Churches For Social Action Ccsa,,"1023 N PINE ST, SAN ANTONIO, TX 78202-1203"
Now Word Covenant Church Of San Antonio,,"12525 NACOGDOCHES RD STE 110, SAN ANTONIO, TX 78217-2112"
Southside Victory Life Ministries,Christian / General,"PO BOX 14117, SAN ANTONIO, TX 78214-0117"
Iglesia De Dios Northwest,,"5914 SILVERCREST, SAN ANTONIO, TX 78228-2648"
Prince Of Peace Baptist Church Of San Antonio Texas,Baptist,"526 RUNNELS AVE, SAN ANTONIO, TX 78208-2120"
St Margarets Episcopal Day School,Episcopal,"5310 STAHL RD, SAN ANTONIO, TX 78247-1522"
Faith Harvest Non-Denominational Temple Of Christ Inc,,"6002 GLACIER SUN DR, SAN ANTONIO, TX 78244-1150"
Word Of Life Fellowship - Lutheran Church Missouri Synod,Lutheran,"213 COY LN, CIBOLO, TX 78108-3020"
University Presbyterian Children Center,Presbyterian,"300 BUSHNELL AVE, SAN ANTONIO, TX 78212-5334"
Salvation And Deliverance Church Of Texas,,"201 CHURCH ST, SCHERTZ, TX 78154-2129"
Grace Church New Braunfels,,"3240 FM 725, NEW BRAUNFELS, TX 78130-9101"
Gateway Worship Center,,"2143 S WW WHITE RD, SAN ANTONIO, TX 78222-1121"
Christ Our Savior Luther Church,,"5323 BLANCO RD, SAN ANTONIO, TX 78216-7025"
Iglesia El Jordan,,"13003 SW LOOP 410, SAN ANTONIO, TX 78224-3193"
John Levesque Ministries Inc,Christian / General,"PO BOX 395, CIBOLO, TX 78108-0395"
Spirit Of Life Christian Fellowship,Christian / General,"PO BOX 47952, SAN ANTONIO, TX 78265-8952"
First Baptist Church Of New Braunfels Texas,Baptist,"230 S GUENTHER AVE, NEW BRAUNFELS, TX 78130-6271"
St John Baptist Church Of San Antonio,Baptist,"6800 EVERS RD, SAN ANTONIO, TX 78240-3100"
St Joseph Missionary Baptist Church,Baptist,"122 CORLISS ST, SAN ANTONIO, TX 78220-1238"
Holy Spirit Outreach Ministries,Christian / General,"3022 EL PASO ST, SAN ANTONIO, TX 78207-4603"
Oasis Of Hope Familychurch,,"2 FRINGEWOOD, SAN ANTONIO, TX 78254-5575"
Mission Road Ministries,Christian / General,"8706 MISSION RD, SAN ANTONIO, TX 78214-3140"
Abounding Hope Baptist Church,Baptist,"102 E CHERYL DR APT 6, SAN ANTONIO, TX 78228-3063"
Iglesia Bautista Nueva Esperanza,,"222 HIGHVIEW DR, SAN ANTONIO, TX 78228-1943"
Rock Of Revelation Church Inc,,"9215 WALHALLA AVE, SAN ANTONIO, TX 78221-4124"
Cross Community Chistian Church,,"PO BOX 1646, BOERNE, TX 78006-6646"
Word Of Deliverance Church Inc,,"425 ESSEX ST, SAN ANTONIO, TX 78210-2109"
Men Of Integrity Ministries Inc,Christian / General,"4339 BOXWOOD RD, SAN ANTONIO, TX 78222-1103"
East Side Baptist Tabernacle,Baptist,"554 BELMONT, SAN ANTONIO, TX 78202-3233"
Igniting The Harvest Christian Church Inc,Christian / General,"233 THOMPSON PL, SAN ANTONIO, TX 78225-1409"
Hope Church,,"18850 REDLAND RD, SAN ANTONIO, TX 78259-3570"
A Woman After Gods Own Heart Ministries Inc,Christian / General,"18623 DOUBLE FORK RD, SAN ANTONIO, TX 78258-4639"
Grace Bible Chapel,,"PO BOX 592256, SAN ANTONIO, TX 78259-0162"
Very Bold Ministries Inc,Christian / General,"425 MOONVINE WAY, NEW BRAUNFELS, TX 78130-5580"
Chapel Boychoir Of San Antonio,,"5909 WALZEM RD, WINDCREST, TX 78218-2112"
San Antonio Church Of Christ At Viewcrest,Church of Christ,"403 E VISTA RDG, SAN ANTONIO, TX 78260-1839"
Cheryl Bible Chapel,,"135 W CHERYL DR, SAN ANTONIO, TX 78228-4038"
Duncan Ministries,Christian / General,"531 S ACADEMY AVE, NEW BRAUNFELS, TX 78130-7603"
New Day Bible Church,,"8069 OLD AUSTIN RD, SELMA, TX 78154-3331"
Somerset Church Of God,Church of God,"PO BOX 96, SOMERSET, TX 78069-0096"
El Shaddai Christian Fellowship,Christian / General,"4116 MOUNTAIN PASS, VON ORMY, TX 78073-5187"
Emmanuel Apostolic Temple Church,Apostolic,"223 FERRIS AVE, SAN ANTONIO, TX 78220-1217"
Peace Apostolic Church,Apostolic,"1070 HONEY TREE ST, SAN ANTONIO, TX 78245-1646"
Bethel A M E Church Of San Antonio,,"225 N SWISS, SAN ANTONIO, TX 78202-2755"
Still Water Christian Ministries Inc,Christian / General,"PO BOX 1885, BOERNE, TX 78006-6885"
West Laurel Heights First Missionary Baptist Church,Baptist,"115 GUTHRIE ST, SAN ANTONIO, TX 78237-3237"
Iglesia Olor Fragante,,"7647 SPANISH WOOD, SAN ANTONIO, TX 78249-4260"
Catholic Daughters Of The Americas,Catholic,"26023 KALKSTEINE LOOOP, NEW BRAUNFELS, TX 78132-0000"
Mountain Time Ministries,Christian / General,"10223 SOUTHCREEK, CONVERSE, TX 78109-1677"
St Peters Baptist Church,Baptist,"651 LINCOLNSHIRE DR, SAN ANTONIO, TX 78220-3215"
Church Of The Firstborn Sa,,"909 E FM 1518 N, SCHERTZ, TX 78154-1718"
Christian Unity Ministries,Christian / General,"2827 QUAIL OAK ST, SAN ANTONIO, TX 78232-1816"
Templo Nuestro Salvador,,"729 ATLANTA ST, SAN ANTONIO, TX 78212-4411"
First Baptist Church Of Fair Oaks Ranch,Baptist,"31375 FM 3351 S, BOERNE, TX 78006-5888"
